locid,label,x_pct,y_pct,w_pct,h_pct,rotation_deg
r27b21,r27b21,0.549,0.7199,0.0096,0.0199,0
rd17,rd17,0.8109,0.7288,0.01,0.0155,0
r26b7,r26b7,0.5033,0.7354,0.0096,0.0204,0
r26b15,r26b15,0.5124,0.7354,0.0092,0.0204,0
r28b7,r28b7,0.5782,0.7376,0.0096,0.0199,0
r28b21,r28b21,0.5874,0.7376,0.0096,0.0199,0
r27b7,r27b7,0.5399,0.7385,0.0096,0.0199,0
r27b20,r27b20,0.549,0.7385,0.0096,0.0199,0
rd73,rd73,0.4179,0.742,0.0109,0.0265,0
rd16,rd16,0.8187,0.742,0.0144,0.0106,0
r26b6,r26b6,0.5033,0.7544,0.0096,0.0204,0
r26b14,r26b14,0.5124,0.7544,0.0092,0.0204,0
p16,p16,0.7773,0.7558,0.0148,0.0186,0
f63,f63,0.8131,0.7562,0.0196,0.0146,0
r28b6,r28b6,0.5782,0.7566,0.0096,0.0199,0
r28b20,r28b20,0.5874,0.7566,0.0096,0.0199,0
r27b6,r27b6,0.5399,0.7571,0.0096,0.0199,0
r27b19,r27b19,0.549,0.7571,0.0096,0.0199,0
rd74,rd74,0.4179,0.7655,0.0109,0.0265,0
p15,p15,0.7773,0.7708,0.0148,0.0186,0
r26b5,r26b5,0.5033,0.7726,0.0096,0.0208,0
r26b13,r26b13,0.5124,0.7726,0.0092,0.0208,0
r28b5,r28b5,0.5782,0.7739,0.0096,0.0204,0
r28b19,r28b19,0.5874,0.7739,0.0096,0.0204,0
r27b5,r27b5,0.5399,0.7748,0.0096,0.0204,0
r27b18,r27b18,0.549,0.7748,0.0096,0.0204,0
p9,p9,0.8122,0.781,0.0218,0.015,0
p14,p14,0.7773,0.7872,0.0148,0.0186,0
cs1,cs1,0.4192,0.7903,0.0266,0.0208,0
r26b4,r26b4,0.5033,0.7916,0.0096,0.0208,0
r26b12,r26b12,0.5124,0.7916,0.0092,0.0208,0
r28b4,r28b4,0.5782,0.7929,0.0096,0.0199,0
r28b18,r28b18,0.5874,0.7929,0.0096,0.0199,0
r27b4,r27b4,0.5399,0.7934,0.0096,0.0199,0
r27b17,r27b17,0.549,0.7934,0.0096,0.0199,0
p8,p8,0.8122,0.804,0.0218,0.015,0
f72,f72,0.4192,0.8093,0.0126,0.0208,0
r26b3,r26b3,0.5033,0.8111,0.0096,0.0204,0
r26b11,r26b11,0.5124,0.8111,0.0092,0.0204,0
r28b3,r28b3,0.5782,0.8115,0.0096,0.0199,0
r28b17,r28b17,0.5874,0.8115,0.0096,0.0199,0
r27b3,r27b3,0.5399,0.8119,0.0096,0.0204,0
r27b16,r27b16,0.549,0.8119,0.0096,0.0204,0
f64,f64,0.4449,0.8124,0.0131,0.0159,0
f65,f65,0.4553,0.8124,0.0131,0.0159,0
p13,p13,0.7773,0.8186,0.0148,0.0186,0
f66,f66,0.4449,0.8274,0.0131,0.0159,0
f67,f67,0.4553,0.8274,0.0131,0.0159,0
f73,f73,0.4192,0.8292,0.0126,0.0212,0
r26b2,r26b2,0.5033,0.8292,0.0096,0.0204,0
r26b10,r26b10,0.5124,0.8292,0.0092,0.0204,0
r28b2,r28b2,0.5782,0.8292,0.0096,0.0199,0
r28b16,r28b16,0.5874,0.8292,0.0096,0.0199,0
r27b2,r27b2,0.5399,0.8301,0.0096,0.0199,0
r27b15,r27b15,0.549,0.8301,0.0096,0.0199,0
p12,p12,0.7773,0.835,0.0148,0.0186,0
p7,p7,0.8122,0.8403,0.0218,0.015,0
f68,f68,0.4449,0.842,0.0131,0.0159,0
f69,f69,0.4553,0.842,0.0131,0.0159,0
r28b1.,r28b1.,0.5782,0.8478,0.0096,0.0204,0
r28b15,r28b15,0.5874,0.8478,0.0096,0.0204,0
r26b1,r26b1,0.5033,0.8482,0.0096,0.0204,0
r26b9,r26b9,0.5124,0.8482,0.0092,0.0204,0
f74,f74,0.4192,0.8487,0.0126,0.0212,0
r27b1,r27b1,0.5399,0.8487,0.0096,0.0199,0
r27b14,r27b14,0.549,0.8487,0.0096,0.0199,0
f70,f70,0.4449,0.8571,0.0131,0.0159,0
f71,f71,0.4553,0.8571,0.0131,0.0159,0
r28s1,r28s1,0.576,0.865,0.0048,0.0124,0
r28s2,r28s2,0.5956,0.865,0.0048,0.0124,0
r26s1,r26s1,0.5011,0.8659,0.0044,0.0119,0
r26s2,r26s2,0.5203,0.8659,0.0048,0.0119,0
r27s1,r27s1,0.5377,0.8659,0.0044,0.0124,0
r27s2,r27s2,0.5573,0.8659,0.0044,0.0124,0
r28g1,r28g1,0.5791,0.8659,0.0179,0.0124,0
r27g1,r27g1,0.5407,0.8664,0.0174,0.0124,0
r26g1,r26g1,0.5041,0.8668,0.0174,0.0119,0
p11,p11,0.7773,0.8668,0.0148,0.0186,0
f75,f75,0.4192,0.869,0.0126,0.0208,0
p6,p6,0.8122,0.877,0.0218,0.015,0
cs7,cs7,0.4427,0.8805,0.0174,0.0115,0
cs8,cs8,0.4588,0.8805,0.0078,0.0274,0
p10,p10,0.7773,0.8836,0.0148,0.0186,0
f76,f76,0.4187,0.8876,0.0139,0.0142,0
f77,f77,0.4314,0.8876,0.0139,0.0142,0
cs9,cs9,0.444,0.8996,0.0161,0.0088,0
m10,m10,0.6366,0.9013,0.0192,0.0314,0
m11,m11,0.6366,0.931,0.0192,0.0319,0
rd15,rd15,0.976,0.9319,0.0144,0.0208,0
p5,p5,0.7364,0.9482,0.0253,0.0168,0
p4,p4,0.7595,0.9482,0.0248,0.0168,0
p3,p3,0.7821,0.9482,0.0248,0.0168,0
p2,p2,0.8052,0.9482,0.0248,0.0168,0
p1,p1,0.8283,0.9482,0.0253,0.0168,0
rd14,rd14,0.9804,0.9487,0.0144,0.0208,0
m12,m12,0.6362,0.9611,0.0192,0.0319,0
f79,f79,0.6244,0.9628,0.0131,0.0221,0
rd13,rd13,0.9847,0.965,0.0144,0.0208,0
rd2,rd2,0.7224,0.9748,0.0113,0.0093,0
rd12,rd12,0.8998,0.9752,0.0118,0.0088,0
rd1,rd1,0.7155,0.9819,0.0092,0.0102,0
rd3,rd3,0.7329,0.9823,0.0174,0.0097,0
rd4,rd4,0.7486,0.9823,0.0174,0.0097,0
rd5,rd5,0.7643,0.9823,0.0174,0.0097,0
rd6,rd6,0.78,0.9823,0.0174,0.0097,0
rd7,rd7,0.7952,0.9823,0.0174,0.0097,0
rd8,rd8,0.8209,0.9823,0.0214,0.0097,0
rd9,rd9,0.841,0.9823,0.0214,0.0097,0
rd10,rd10,0.8606,0.9823,0.0218,0.0097,0
rd11,rd11,0.8802,0.9823,0.0214,0.0097,0
